ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	term	Ont
GO:0022600	GO:0022600	1/192	53/11754	0.583075212	0.890848086	0.890848086	FABP2	1	digestive system process	BP
GO:0030512	GO:0030512	1/192	53/11754	0.583075212	0.890848086	0.890848086	SPRY1	1	negative regulation of transforming growth factor beta receptor signaling pathway	BP
GO:0120114	GO:0120114	1/192	53/11754	0.583075212	0.890848086	0.890848086	LARP7	1	Sm-like protein family complex	CC
GO:1904888	GO:1904888	1/192	53/11754	0.583075212	0.890848086	0.890848086	EDNRA	1	cranial skeletal system development	BP
GO:0003735	GO:0003735	2/192	120/11754	0.586640909	0.893667497	0.893667497	MRPS18C/RPL7L1	2	structural constituent of ribosome	MF
GO:0005096	GO:0005096	2/192	120/11754	0.586640909	0.893667497	0.893667497	ARHGAP10/ELMOD2	2	GTPase activator activity	MF
GO:0050769	GO:0050769	2/192	120/11754	0.586640909	0.893667497	0.893667497	FGF2/POU4F2	2	positive regulation of neurogenesis	BP
GO:0005773	GO:0005773	5/192	315/11754	0.588893439	0.893667497	0.893667497	HPSE/MFSD8/NAAA/SCARB2/WDFY3	5	vacuole	CC
GO:0006325	GO:0006325	5/192	315/11754	0.588893439	0.893667497	0.893667497	LIN54/SETD7/SMARCA5/YTHDC1/ZNF827	5	chromatin organization	BP
GO:0007409	GO:0007409	4/192	251/11754	0.589800561	0.893667497	0.893667497	EDNRA/EPHA5/POU4F2/PRDM8	4	axonogenesis	BP
GO:0002705	GO:0002705	1/192	54/11754	0.58991647	0.893667497	0.893667497	STAP1	1	positive regulation of leukocyte mediated immunity	BP
GO:0006493	GO:0006493	1/192	54/11754	0.58991647	0.893667497	0.893667497	IL15	1	protein O-linked glycosylation	BP
GO:0007338	GO:0007338	1/192	54/11754	0.58991647	0.893667497	0.893667497	CLGN	1	single fertilization	BP
GO:0008306	GO:0008306	1/192	54/11754	0.58991647	0.893667497	0.893667497	SLC7A11	1	associative learning	BP
GO:0045185	GO:0045185	1/192	54/11754	0.58991647	0.893667497	0.893667497	PKD2	1	maintenance of protein location	BP
GO:0045621	GO:0045621	1/192	54/11754	0.58991647	0.893667497	0.893667497	IL15	1	positive regulation of lymphocyte differentiation	BP
GO:0048640	GO:0048640	1/192	54/11754	0.58991647	0.893667497	0.893667497	PLACL2	1	negative regulation of developmental growth	BP
GO:0071466	GO:0071466	1/192	54/11754	0.58991647	0.893667497	0.893667497	REST	1	cellular response to xenobiotic stimulus	BP
GO:0007179	GO:0007179	2/192	121/11754	0.591175198	0.894060022	0.894060022	SMAD1/SPRY1	2	transforming growth factor beta receptor signaling pathway	BP
GO:0007623	GO:0007623	2/192	121/11754	0.591175198	0.894060022	0.894060022	HNRNPD/NOCT	2	circadian rhythm	BP
GO:0034703	GO:0034703	2/192	121/11754	0.591175198	0.894060022	0.894060022	ANXA5/PKD2	2	cation channel complex	CC
GO:0050679	GO:0050679	2/192	121/11754	0.591175198	0.894060022	0.894060022	EPGN/FGF2	2	positive regulation of epithelial cell proliferation	BP
GO:0016050	GO:0016050	3/192	187/11754	0.592692551	0.895091058	0.895091058	SEC24D/SEC31A/USO1	3	vesicle organization	BP
GO:0008234	GO:0008234	2/192	122/11754	0.595672598	0.895091058	0.895091058	OTUD4/USP38	2	cysteine-type peptidase activity	MF
GO:0001738	GO:0001738	1/192	55/11754	0.596646045	0.895091058	0.895091058	INTU	1	morphogenesis of a polarized epithelium	BP
GO:0002067	GO:0002067	1/192	55/11754	0.596646045	0.895091058	0.895091058	FGF2	1	glandular epithelial cell differentiation	BP
GO:0003730	GO:0003730	1/192	55/11754	0.596646045	0.895091058	0.895091058	EXOSC9	1	mRNA 3'-UTR binding	MF
GO:0016410	GO:0016410	1/192	55/11754	0.596646045	0.895091058	0.895091058	JADE1	1	N-acyltransferase activity	MF
GO:0019218	GO:0019218	1/192	55/11754	0.596646045	0.895091058	0.895091058	REST	1	regulation of steroid metabolic process	BP
GO:0043271	GO:0043271	1/192	55/11754	0.596646045	0.895091058	0.895091058	PKD2	1	negative regulation of monoatomic ion transport	BP
GO:0048259	GO:0048259	1/192	55/11754	0.596646045	0.895091058	0.895091058	BMP2K	1	regulation of receptor-mediated endocytosis	BP
GO:0071887	GO:0071887	1/192	55/11754	0.596646045	0.895091058	0.895091058	SLC7A11	1	leukocyte apoptotic process	BP
GO:0098655	GO:0098655	7/192	446/11754	0.596925157	0.895091058	0.895091058	ANK2/ANXA5/EDNRA/FGF2/PKD2/SLC4A4/TRPC3	7	monoatomic cation transmembrane transport	BP
GO:0000323	GO:0000323	4/192	254/11754	0.599218681	0.895091058	0.895091058	HPSE/MFSD8/NAAA/SCARB2	4	lytic vacuole	CC
GO:0005764	GO:0005764	4/192	254/11754	0.599218681	0.895091058	0.895091058	HPSE/MFSD8/NAAA/SCARB2	4	lysosome	CC
GO:0010562	GO:0010562	7/192	448/11754	0.601678059	0.895091058	0.895091058	AREG/EPGN/EREG/FGF2/IL15/PDE5A/PKD2	7	positive regulation of phosphorus metabolic process	BP
GO:0045937	GO:0045937	7/192	448/11754	0.601678059	0.895091058	0.895091058	AREG/EPGN/EREG/FGF2/IL15/PDE5A/PKD2	7	positive regulation of phosphate metabolic process	BP
GO:0051129	GO:0051129	6/192	384/11754	0.601873995	0.895091058	0.895091058	MAD2L1/PAQR3/SMARCA5/STAP1/TNKS/ZNF827	6	negative regulation of cellular component organization	BP
GO:0007264	GO:0007264	4/192	255/11754	0.602329476	0.895091058	0.895091058	CCNA2/RAB33B/RASGEF1B/SPRY1	4	small GTPase mediated signal transduction	BP
GO:0001776	GO:0001776	1/192	56/11754	0.603265753	0.895091058	0.895091058	SLC7A11	1	leukocyte homeostasis	BP
GO:0001938	GO:0001938	1/192	56/11754	0.603265753	0.895091058	0.895091058	FGF2	1	positive regulation of endothelial cell proliferation	BP
GO:0003151	GO:0003151	1/192	56/11754	0.603265753	0.895091058	0.895091058	EDNRA	1	outflow tract morphogenesis	BP
GO:0003333	GO:0003333	1/192	56/11754	0.603265753	0.895091058	0.895091058	SLC7A11	1	amino acid transmembrane transport	BP
GO:0006096	GO:0006096	1/192	56/11754	0.603265753	0.895091058	0.895091058	SLC4A4	1	glycolytic process	BP
GO:0006939	GO:0006939	1/192	56/11754	0.603265753	0.895091058	0.895091058	EDNRA	1	smooth muscle contraction	BP
GO:0032040	GO:0032040	1/192	56/11754	0.603265753	0.895091058	0.895091058	UTP3	1	small-subunit processome	CC
GO:0048644	GO:0048644	1/192	56/11754	0.603265753	0.895091058	0.895091058	EDNRA	1	muscle organ morphogenesis	BP
GO:0051851	GO:0051851	1/192	56/11754	0.603265753	0.895091058	0.895091058	REST	1	modulation by host of symbiont process	BP
GO:0070062	GO:0070062	1/192	56/11754	0.603265753	0.895091058	0.895091058	ALB	1	extracellular exosome	CC
GO:1901992	GO:1901992	1/192	56/11754	0.603265753	0.895091058	0.895091058	ANKRD17	1	positive regulation of mitotic cell cycle phase transition	BP
GO:1903321	GO:1903321	1/192	56/11754	0.603265753	0.895091058	0.895091058	MAD2L1	1	negative regulation of protein modification by small protein conjugation or removal	BP
GO:0043161	GO:0043161	4/192	256/11754	0.605425839	0.895247679	0.895247679	ANAPC10/BBS7/PPP2CB/RCHY1	4	proteasome-mediated ubiquitin-dependent protein catabolic process	BP
GO:0060627	GO:0060627	4/192	256/11754	0.605425839	0.895247679	0.895247679	BMP2K/IL15/RAB33B/STAP1	4	regulation of vesicle-mediated transport	BP
GO:0008610	GO:0008610	6/192	386/11754	0.606955757	0.895247679	0.895247679	CDS1/FGF2/INPP4B/REST/SCD5/UGT8	6	lipid biosynthetic process	BP
GO:0061024	GO:0061024	6/192	386/11754	0.606955757	0.895247679	0.895247679	FAT4/SEC24D/SEC31A/SLC7A11/STAP1/USO1	6	membrane organization	BP
GO:0007163	GO:0007163	2/192	125/11754	0.608943404	0.895247679	0.895247679	MAD2L1/SPRY1	2	establishment or maintenance of cell polarity	BP
GO:0022898	GO:0022898	2/192	125/11754	0.608943404	0.895247679	0.895247679	EDNRA/PKD2	2	regulation of transmembrane transporter activity	BP
GO:0034599	GO:0034599	2/192	125/11754	0.608943404	0.895247679	0.895247679	EDNRA/SLC7A11	2	cellular response to oxidative stress	BP
GO:0051346	GO:0051346	2/192	125/11754	0.608943404	0.895247679	0.895247679	ABCE1/SPRY1	2	negative regulation of hydrolase activity	BP
GO:0002688	GO:0002688	1/192	57/11754	0.609777377	0.895247679	0.895247679	STAP1	1	regulation of leukocyte chemotaxis	BP
GO:0004197	GO:0004197	1/192	57/11754	0.609777377	0.895247679	0.895247679	USP38	1	cysteine-type endopeptidase activity	MF
GO:0007040	GO:0007040	1/192	57/11754	0.609777377	0.895247679	0.895247679	MFSD8	1	lysosome organization	BP
GO:0015171	GO:0015171	1/192	57/11754	0.609777377	0.895247679	0.895247679	SLC7A11	1	amino acid transmembrane transporter activity	MF
GO:0019199	GO:0019199	1/192	57/11754	0.609777377	0.895247679	0.895247679	EPHA5	1	transmembrane receptor protein kinase activity	MF
GO:0030168	GO:0030168	1/192	57/11754	0.609777377	0.895247679	0.895247679	SLC7A11	1	platelet activation	BP
GO:0045814	GO:0045814	1/192	57/11754	0.609777377	0.895247679	0.895247679	SMARCA5	1	"negative regulation of gene expression, epigenetic"	BP
GO:0045833	GO:0045833	1/192	57/11754	0.609777377	0.895247679	0.895247679	REST	1	negative regulation of lipid metabolic process	BP
GO:0070167	GO:0070167	1/192	57/11754	0.609777377	0.895247679	0.895247679	BMP2K	1	regulation of biomineral tissue development	BP
GO:0070252	GO:0070252	1/192	57/11754	0.609777377	0.895247679	0.895247679	ANK2	1	actin-mediated cell contraction	BP
GO:0080171	GO:0080171	1/192	57/11754	0.609777377	0.895247679	0.895247679	MFSD8	1	lytic vacuole organization	BP
GO:1904035	GO:1904035	1/192	57/11754	0.609777377	0.895247679	0.895247679	NDNF	1	regulation of epithelial cell apoptotic process	BP
GO:0006281	GO:0006281	5/192	323/11754	0.61121858	0.896480646	0.896480646	CETN1/FAM175A/HELQ/SMARCA5/WRN	5	DNA repair	BP
GO:0010876	GO:0010876	4/192	258/11754	0.611574951	0.89670924	0.89670924	CDS1/FABP2/SCARB2/SLC10A7	4	lipid localization	BP
GO:0000819	GO:0000819	2/192	126/11754	0.613293238	0.898164574	0.898164574	MAD2L1/SMARCA5	2	sister chromatid segregation	BP
GO:0045732	GO:0045732	2/192	126/11754	0.613293238	0.898164574	0.898164574	BBS7/RCHY1	2	positive regulation of protein catabolic process	BP
GO:0000149	GO:0000149	1/192	58/11754	0.616182673	0.898164574	0.898164574	SEC24D	1	SNARE binding	MF
GO:0006885	GO:0006885	1/192	58/11754	0.616182673	0.898164574	0.898164574	SLC4A4	1	regulation of pH	BP
GO:0007492	GO:0007492	1/192	58/11754	0.616182673	0.898164574	0.898164574	DUSP4	1	endoderm development	BP
GO:0010976	GO:0010976	1/192	58/11754	0.616182673	0.898164574	0.898164574	NDNF	1	positive regulation of neuron projection development	BP
GO:0010977	GO:0010977	1/192	58/11754	0.616182673	0.898164574	0.898164574	PAQR3	1	negative regulation of neuron projection development	BP
GO:0035601	GO:0035601	1/192	58/11754	0.616182673	0.898164574	0.898164574	SMARCA5	1	protein deacylation	BP
GO:0042383	GO:0042383	1/192	58/11754	0.616182673	0.898164574	0.898164574	STBD1	1	sarcolemma	CC
GO:0045995	GO:0045995	1/192	58/11754	0.616182673	0.898164574	0.898164574	NOCT	1	regulation of embryonic development	BP
GO:0050868	GO:0050868	1/192	58/11754	0.616182673	0.898164574	0.898164574	PDE5A	1	negative regulation of T cell activation	BP
GO:0062014	GO:0062014	1/192	58/11754	0.616182673	0.898164574	0.898164574	REST	1	negative regulation of small molecule metabolic process	BP
GO:0072091	GO:0072091	1/192	58/11754	0.616182673	0.898164574	0.898164574	FGF2	1	regulation of stem cell proliferation	BP
GO:0098732	GO:0098732	1/192	58/11754	0.616182673	0.898164574	0.898164574	SMARCA5	1	macromolecule deacylation	BP
GO:0006898	GO:0006898	2/192	128/11754	0.621882405	0.90205626	0.90205626	BMP2K/SCARB2	2	receptor-mediated endocytosis	BP
GO:0033673	GO:0033673	2/192	128/11754	0.621882405	0.90205626	0.90205626	PAQR3/SPRY1	2	negative regulation of kinase activity	BP
GO:0051640	GO:0051640	5/192	327/11754	0.622117535	0.90205626	0.90205626	ABCE1/ALB/MAD2L1/SDAD1/SPRY1	5	organelle localization	BP
GO:0002181	GO:0002181	1/192	59/11754	0.622483367	0.90205626	0.90205626	HNRNPD	1	cytoplasmic translation	BP
GO:0005795	GO:0005795	1/192	59/11754	0.622483367	0.90205626	0.90205626	SLC10A7	1	Golgi stack	CC
GO:0005903	GO:0005903	1/192	59/11754	0.622483367	0.90205626	0.90205626	SLC7A11	1	brush border	CC
GO:0051262	GO:0051262	1/192	59/11754	0.622483367	0.90205626	0.90205626	PKD2	1	protein tetramerization	BP
GO:0140104	GO:0140104	1/192	59/11754	0.622483367	0.90205626	0.90205626	COX18	1	molecular carrier activity	MF
GO:0090596	GO:0090596	3/192	196/11754	0.624596856	0.904825767	0.904825767	EDNRA/FGF2/INTU	3	sensory organ morphogenesis	BP
GO:0031396	GO:0031396	2/192	129/11754	0.62612182	0.904879997	0.904879997	MAD2L1/RCHY1	2	regulation of protein ubiquitination	BP
GO:0031669	GO:0031669	2/192	129/11754	0.62612182	0.904879997	0.904879997	ALB/WRN	2	cellular response to nutrient levels	BP
GO:0005923	GO:0005923	1/192	60/11754	0.628681161	0.904879997	0.904879997	CLDN23	1	bicellular tight junction	CC
GO:0005930	GO:0005930	1/192	60/11754	0.628681161	0.904879997	0.904879997	BBS7	1	axoneme	CC
GO:0006906	GO:0006906	1/192	60/11754	0.628681161	0.904879997	0.904879997	USO1	1	vesicle fusion	BP
GO:0007218	GO:0007218	1/192	60/11754	0.628681161	0.904879997	0.904879997	QRFPR	1	neuropeptide signaling pathway	BP
GO:0070603	GO:0070603	1/192	60/11754	0.628681161	0.904879997	0.904879997	SMARCA5	1	SWI/SNF superfamily-type complex	CC
GO:0071456	GO:0071456	1/192	60/11754	0.628681161	0.904879997	0.904879997	NDNF	1	cellular response to hypoxia	BP
GO:0097014	GO:0097014	1/192	60/11754	0.628681161	0.904879997	0.904879997	BBS7	1	ciliary plasm	CC
GO:0051607	GO:0051607	2/192	130/11754	0.630324525	0.906370185	0.906370185	ELMOD2/IL15	2	defense response to virus	BP
GO:0140546	GO:0140546	2/192	130/11754	0.630324525	0.906370185	0.906370185	ELMOD2/IL15	2	defense response to symbiont	BP
GO:0003013	GO:0003013	4/192	265/11754	0.6326313	0.907620293	0.907620293	ANK2/EDNRA/HOPX/PDE5A	4	circulatory system process	BP
GO:0006954	GO:0006954	5/192	331/11754	0.63283527	0.907620293	0.907620293	CXCL13/IL8L2/MFHAS1/SMAD1/STAP1	5	inflammatory response	BP
GO:0000228	GO:0000228	2/192	131/11754	0.634490581	0.907620293	0.907620293	EXOSC9/SMARCA5	2	nuclear chromosome	CC
GO:0007586	GO:0007586	1/192	61/11754	0.634777725	0.907620293	0.907620293	FABP2	1	digestion	BP
GO:0014033	GO:0014033	1/192	61/11754	0.634777725	0.907620293	0.907620293	EDNRA	1	neural crest cell differentiation	BP
GO:0016573	GO:0016573	1/192	61/11754	0.634777725	0.907620293	0.907620293	JADE1	1	histone acetylation	BP
GO:0030216	GO:0030216	1/192	61/11754	0.634777725	0.907620293	0.907620293	INTU	1	keratinocyte differentiation	BP
GO:0034708	GO:0034708	1/192	61/11754	0.634777725	0.907620293	0.907620293	METTL14	1	methyltransferase complex	CC
GO:0036294	GO:0036294	1/192	61/11754	0.634777725	0.907620293	0.907620293	NDNF	1	cellular response to decreased oxygen levels	BP
GO:0043535	GO:0043535	1/192	61/11754	0.634777725	0.907620293	0.907620293	FGF2	1	regulation of blood vessel endothelial cell migration	BP
GO:0090100	GO:0090100	1/192	61/11754	0.634777725	0.907620293	0.907620293	RBPMS	1	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP
GO:1990782	GO:1990782	1/192	61/11754	0.634777725	0.907620293	0.907620293	STAP1	1	protein tyrosine kinase binding	MF
GO:0050767	GO:0050767	3/192	199/11754	0.63484711	0.907620293	0.907620293	FGF2/POU4F2/REST	3	regulation of neurogenesis	BP
GO:0009895	GO:0009895	3/192	200/11754	0.638220661	0.910117558	0.910117558	HNRNPD/MAD2L1/NOCT	3	negative regulation of catabolic process	BP
GO:0055086	GO:0055086	4/192	267/11754	0.638512273	0.910117558	0.910117558	DCK/NOCT/NUDT9/PDE5A	4	nucleobase-containing small molecule metabolic process	BP
GO:0008081	GO:0008081	1/192	62/11754	0.640774704	0.910117558	0.910117558	PDE5A	1	phosphoric diester hydrolase activity	MF
GO:0015908	GO:0015908	1/192	62/11754	0.640774704	0.910117558	0.910117558	FABP2	1	fatty acid transport	BP
GO:0034763	GO:0034763	1/192	62/11754	0.640774704	0.910117558	0.910117558	PKD2	1	negative regulation of transmembrane transport	BP
GO:0045639	GO:0045639	1/192	62/11754	0.640774704	0.910117558	0.910117558	POU4F2	1	positive regulation of myeloid cell differentiation	BP
GO:0090174	GO:0090174	1/192	62/11754	0.640774704	0.910117558	0.910117558	USO1	1	organelle membrane fusion	BP
GO:0120031	GO:0120031	5/192	335/11754	0.643368244	0.910117558	0.910117558	ALPK1/BBS7/INTU/PLK4/STAP1	5	plasma membrane bounded cell projection assembly	BP
GO:0001708	GO:0001708	1/192	63/11754	0.646673716	0.910117558	0.910117558	FGF2	1	cell fate specification	BP
GO:0006475	GO:0006475	1/192	63/11754	0.646673716	0.910117558	0.910117558	JADE1	1	internal protein amino acid acetylation	BP
GO:0018393	GO:0018393	1/192	63/11754	0.646673716	0.910117558	0.910117558	JADE1	1	internal peptidyl-lysine acetylation	BP
GO:0045445	GO:0045445	1/192	63/11754	0.646673716	0.910117558	0.910117558	REST	1	myoblast differentiation	BP
GO:0048660	GO:0048660	1/192	63/11754	0.646673716	0.910117558	0.910117558	FGF2	1	regulation of smooth muscle cell proliferation	BP
GO:0050660	GO:0050660	1/192	63/11754	0.646673716	0.910117558	0.910117558	GSR	1	flavin adenine dinucleotide binding	MF
GO:0050921	GO:0050921	1/192	63/11754	0.646673716	0.910117558	0.910117558	FGF2	1	positive regulation of chemotaxis	BP
GO:0051702	GO:0051702	1/192	63/11754	0.646673716	0.910117558	0.910117558	REST	1	biological process involved in interaction with symbiont	BP
GO:0098656	GO:0098656	1/192	63/11754	0.646673716	0.910117558	0.910117558	SLC4A4	1	monoatomic anion transmembrane transport	BP
GO:1901874	GO:1901874	1/192	63/11754	0.646673716	0.910117558	0.910117558	MAD2L1	1	negative regulation of post-translational protein modification	BP
GO:1903561	GO:1903561	1/192	63/11754	0.646673716	0.910117558	0.910117558	ALB	1	extracellular vesicle	CC
GO:2000177	GO:2000177	1/192	63/11754	0.646673716	0.910117558	0.910117558	FGF2	1	regulation of neural precursor cell proliferation	BP
GO:0001894	GO:0001894	2/192	134/11754	0.646769588	0.910117558	0.910117558	BBS12/FGF2	2	tissue homeostasis	BP
GO:0021953	GO:0021953	2/192	134/11754	0.646769588	0.910117558	0.910117558	NDNF/PRDM8	2	central nervous system neuron differentiation	BP
GO:0060249	GO:0060249	2/192	134/11754	0.646769588	0.910117558	0.910117558	BBS12/FGF2	2	anatomical structure homeostasis	BP
GO:0002064	GO:0002064	2/192	135/11754	0.650789816	0.911167147	0.911167147	EDNRA/HPSE	2	epithelial cell development	BP
GO:0032409	GO:0032409	2/192	135/11754	0.650789816	0.911167147	0.911167147	EDNRA/PKD2	2	regulation of transporter activity	BP
GO:0042393	GO:0042393	2/192	135/11754	0.650789816	0.911167147	0.911167147	SMARCA5/TNKS	2	histone binding	MF
GO:0030312	GO:0030312	3/192	204/11754	0.651497899	0.911167147	0.911167147	ADAMTS3/NDNF/SPARCL1	3	external encapsulating structure	CC
GO:0031012	GO:0031012	3/192	204/11754	0.651497899	0.911167147	0.911167147	ADAMTS3/NDNF/SPARCL1	3	extracellular matrix	CC
GO:0005178	GO:0005178	1/192	64/11754	0.652476355	0.911167147	0.911167147	FGF2	1	integrin binding	MF
GO:0006664	GO:0006664	1/192	64/11754	0.652476355	0.911167147	0.911167147	UGT8	1	glycolipid metabolic process	BP
GO:0021675	GO:0021675	1/192	64/11754	0.652476355	0.911167147	0.911167147	EDNRA	1	nerve development	BP
GO:0048659	GO:0048659	1/192	64/11754	0.652476355	0.911167147	0.911167147	FGF2	1	smooth muscle cell proliferation	BP
GO:0097733	GO:0097733	1/192	64/11754	0.652476355	0.911167147	0.911167147	BBS7	1	photoreceptor cell cilium	CC
GO:1900182	GO:1900182	1/192	64/11754	0.652476355	0.911167147	0.911167147	LARP7	1	positive regulation of protein localization to nucleus	BP
GO:1903038	GO:1903038	1/192	64/11754	0.652476355	0.911167147	0.911167147	PDE5A	1	negative regulation of leukocyte cell-cell adhesion	BP
GO:0043410	GO:0043410	4/192	272/11754	0.652947591	0.911167147	0.911167147	EPGN/FGF2/MFHAS1/PDE5A	4	positive regulation of MAPK cascade	BP
GO:0060090	GO:0060090	4/192	272/11754	0.652947591	0.911167147	0.911167147	G3BP2/JCHAIN/OTUD4/STAP1	4	molecular adaptor activity	MF
GO:0030031	GO:0030031	5/192	339/11754	0.653713356	0.911167147	0.911167147	ALPK1/BBS7/INTU/PLK4/STAP1	5	cell projection assembly	BP
GO:0016197	GO:0016197	2/192	136/11754	0.654773815	0.911167147	0.911167147	ANKRD50/LEPROTL1	2	endosomal transport	BP
GO:0051251	GO:0051251	2/192	136/11754	0.654773815	0.911167147	0.911167147	IL15/IL2	2	positive regulation of lymphocyte activation	BP
GO:0010639	GO:0010639	3/192	206/11754	0.658005976	0.911167147	0.911167147	MAD2L1/SMARCA5/TNKS	3	negative regulation of organelle organization	BP
GO:0016746	GO:0016746	6/192	407/11754	0.658118082	0.911167147	0.911167147	GPAT3/JADE1/MBOAT4/NAA15/RCHY1/RNF150	6	acyltransferase activity	MF
GO:0000123	GO:0000123	1/192	65/11754	0.658184186	0.911167147	0.911167147	JADE1	1	histone acetyltransferase complex	CC
GO:0005875	GO:0005875	1/192	65/11754	0.658184186	0.911167147	0.911167147	DCTN6	1	microtubule associated complex	CC
GO:0010389	GO:0010389	1/192	65/11754	0.658184186	0.911167147	0.911167147	FAM175A	1	regulation of G2/M transition of mitotic cell cycle	BP
GO:0015914	GO:0015914	1/192	65/11754	0.658184186	0.911167147	0.911167147	SCARB2	1	phospholipid transport	BP
GO:0036126	GO:0036126	1/192	65/11754	0.658184186	0.911167147	0.911167147	TTC29	1	sperm flagellum	CC
GO:0043230	GO:0043230	1/192	65/11754	0.658184186	0.911167147	0.911167147	ALB	1	extracellular organelle	CC
GO:0065010	GO:0065010	1/192	65/11754	0.658184186	0.911167147	0.911167147	ALB	1	extracellular membrane-bounded organelle	CC
GO:1903509	GO:1903509	1/192	65/11754	0.658184186	0.911167147	0.911167147	UGT8	1	liposaccharide metabolic process	BP
GO:0048285	GO:0048285	4/192	274/11754	0.658613961	0.911167147	0.911167147	EPGN/EREG/MAD2L1/SMARCA5	4	organelle fission	BP
GO:0032984	GO:0032984	2/192	137/11754	0.658721688	0.911167147	0.911167147	ABCE1/MFSD8	2	protein-containing complex disassembly	BP
GO:0043588	GO:0043588	2/192	137/11754	0.658721688	0.911167147	0.911167147	HPSE/INTU	2	skin development	BP
GO:0048545	GO:0048545	2/192	137/11754	0.658721688	0.911167147	0.911167147	POU4F2/REST	2	response to steroid hormone	BP
GO:0051216	GO:0051216	2/192	137/11754	0.658721688	0.911167147	0.911167147	FGF2/SMAD1	2	cartilage development	BP
GO:0098660	GO:0098660	7/192	474/11754	0.660726563	0.913657758	0.913657758	ANK2/ANXA5/EDNRA/FGF2/PKD2/SLC4A4/TRPC3	7	inorganic ion transmembrane transport	BP
GO:0032102	GO:0032102	3/192	207/11754	0.661227316	0.913668208	0.913668208	FGF2/MFHAS1/STAP1	3	negative regulation of response to external stimulus	BP
GO:1903050	GO:1903050	2/192	138/11754	0.662633546	0.913668208	0.913668208	BBS7/RCHY1	2	regulation of proteolysis involved in protein catabolic process	BP
GO:0001889	GO:0001889	1/192	66/11754	0.663798749	0.913668208	0.913668208	PKD2	1	liver development	BP
GO:0001890	GO:0001890	1/192	66/11754	0.663798749	0.913668208	0.913668208	PLK4	1	placenta development	BP
GO:0005776	GO:0005776	1/192	66/11754	0.663798749	0.913668208	0.913668208	WDFY3	1	autophagosome	CC
GO:0010717	GO:0010717	1/192	66/11754	0.663798749	0.913668208	0.913668208	SPRY1	1	regulation of epithelial to mesenchymal transition	BP
GO:0030316	GO:0030316	1/192	66/11754	0.663798749	0.913668208	0.913668208	POU4F2	1	osteoclast differentiation	BP
GO:0048534	GO:0048534	1/192	66/11754	0.663798749	0.913668208	0.913668208	IL15	1	hematopoietic or lymphoid organ development	BP
GO:0050657	GO:0050657	1/192	66/11754	0.663798749	0.913668208	0.913668208	YTHDC1	1	nucleic acid transport	BP
GO:0050658	GO:0050658	1/192	66/11754	0.663798749	0.913668208	0.913668208	YTHDC1	1	RNA transport	BP
GO:0061008	GO:0061008	1/192	66/11754	0.663798749	0.913668208	0.913668208	PKD2	1	hepaticobiliary system development	BP
GO:0070160	GO:0070160	1/192	66/11754	0.663798749	0.913668208	0.913668208	CLDN23	1	tight junction	CC
GO:0030674	GO:0030674	3/192	208/11754	0.664426842	0.913689065	0.913689065	G3BP2/JCHAIN/STAP1	3	protein-macromolecule adaptor activity	MF
GO:1901652	GO:1901652	3/192	208/11754	0.664426842	0.913689065	0.913689065	EDNRA/LEPROTL1/POU4F2	3	response to peptide	BP
GO:0030148	GO:0030148	1/192	67/11754	0.669321563	0.91619407	0.91619407	UGT8	1	sphingolipid biosynthetic process	BP
GO:0030684	GO:0030684	1/192	67/11754	0.669321563	0.91619407	0.91619407	UTP3	1	preribosome	CC
GO:0030879	GO:0030879	1/192	67/11754	0.669321563	0.91619407	0.91619407	FGF2	1	mammary gland development	BP
GO:0051983	GO:0051983	1/192	67/11754	0.669321563	0.91619407	0.91619407	MAD2L1	1	regulation of chromosome segregation	BP
GO:0061564	GO:0061564	4/192	279/11754	0.672508046	0.918365993	0.918365993	EDNRA/EPHA5/POU4F2/PRDM8	4	axon development	BP
GO:0044092	GO:0044092	7/192	480/11754	0.673586076	0.918365993	0.918365993	ABCE1/MAD2L1/PAQR3/PKD2/PPP2CB/SPRY1/TNKS	7	negative regulation of molecular function	BP
GO:0002573	GO:0002573	2/192	141/11754	0.674154222	0.918365993	0.918365993	IL15/POU4F2	2	myeloid leukocyte differentiation	BP
GO:0006672	GO:0006672	1/192	68/11754	0.674754117	0.918365993	0.918365993	UGT8	1	ceramide metabolic process	BP
GO:0009582	GO:0009582	1/192	68/11754	0.674754117	0.918365993	0.918365993	PKD2	1	detection of abiotic stimulus	BP
GO:0042274	GO:0042274	1/192	68/11754	0.674754117	0.918365993	0.918365993	UTP3	1	ribosomal small subunit biogenesis	BP
GO:1901989	GO:1901989	1/192	68/11754	0.674754117	0.918365993	0.918365993	ANKRD17	1	positive regulation of cell cycle phase transition	BP
GO:0016055	GO:0016055	4/192	280/11754	0.675240042	0.918365993	0.918365993	EDNRA/FGF2/JADE1/TNKS	4	Wnt signaling pathway	BP
GO:0006605	GO:0006605	2/192	142/11754	0.677923241	0.918365993	0.918365993	SCARB2/SRP72	2	protein targeting	BP
GO:0048839	GO:0048839	2/192	142/11754	0.677923241	0.918365993	0.918365993	FAT4/FGF2	2	inner ear development	BP
GO:0048812	GO:0048812	5/192	349/11754	0.67873765	0.918365993	0.918365993	EDNRA/EPHA5/POU4F2/PRDM8/UGT8	5	neuron projection morphogenesis	BP
